synthetic_chromosome,feature_record_id,feature_type,sgd_gene_id,gene_name,source_start_bp,source_end_bp,synthetic_start_bp,synthetic_end_bp,synthetic_midpoint_bp,strand,essential_status,mapping_status,source_accession,source_file,left_lox_id,right_lox_id,segment_id,interval_mapping_status,eligible_for_gene_risk
SynII,SynII_gene_0413,ORF,S000000462,SHG1,699036,699464,699207.0,699635.0,699421.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_244,SynII_loxPsym_245,SynII_SEG_0245,exact_adjacent_lox,True
SynII,SynII_gene_0414,ORF,S000000463,YBR259W,699689,701755,699860.0,701926.0,700893.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_244,SynII_loxPsym_245,SynII_SEG_0245,exact_adjacent_lox,True
SynII,SynII_gene_0415,ORF,S000000464,RGD1,701975,703975,702146.0,704146.0,703146.0,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_245,SynII_loxPsym_246,SynII_SEG_0246,exact_adjacent_lox,True
SynII,SynII_gene_0416,ORF,S000000465,TAE1,704202,704900,704373.0,705071.0,704722.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_246,SynII_loxPsym_247,SynII_SEG_0247,exact_adjacent_lox,True
SynII,SynII_gene_0417,ORF,S000000466,AIM5,705124,705444,705295.0,705615.0,705455.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_247,SynII_loxPsym_248,SynII_SEG_0248,exact_adjacent_lox,True
SynII,SynII_gene_0418,ORF,S000000467,SHM1,705668,707140,705839.0,707311.0,706575.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_247,SynII_loxPsym_248,SynII_SEG_0248,exact_adjacent_lox,True
SynII,SynII_gene_0419,ORF,S000000468,YPT10,707242,707841,707413.0,708012.0,707712.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_249,SynII_loxPsym_250,SynII_SEG_0250,exact_adjacent_lox,True
SynII,SynII_gene_0420,ORF,S000000469,TSC10,708054,709016,708225.0,709187.0,708706.0,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_249,SynII_loxPsym_250,SynII_SEG_0250,exact_adjacent_lox,True
SynII,SynII_gene_0421,ORF,S000000471,REI1,709313,710494,709484.0,710665.0,710074.5,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_249,SynII_loxPsym_250,SynII_SEG_0250,exact_adjacent_lox,True
SynII,SynII_gene_0422,ORF,S000000470,SLM6,709408,709860,709579.0,710031.0,709805.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_249,SynII_loxPsym_250,SynII_SEG_0250,exact_adjacent_lox,True
SynII,SynII_gene_0423,ORF,S000000472,MRPL37,710805,711122,710976.0,711293.0,711134.5,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_250,SynII_loxPsym_251,SynII_SEG_0251,exact_adjacent_lox,True
SynII,SynII_rep_origin_0424,rep_origin,S000118353,ARS224;Autonomously Replicating Sequence,711064,711353,711235.0,711524.0,711379.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_250,SynII_loxPsym_251,SynII_SEG_0251,exact_adjacent_lox,False
SynII,SynII_gene_0425,ORF,S000000473,FMP21,711666,712082,711837.0,712253.0,712045.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_250,SynII_loxPsym_251,SynII_SEG_0251,exact_adjacent_lox,True
SynII,SynII_gene_0426,ORF,S000000474,BIT2,712267,713904,712438.0,714075.0,713256.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_250,SynII_loxPsym_251,SynII_SEG_0251,exact_adjacent_lox,True
SynII,SynII_gene_0427,ORF,S000000475,YBR271W,714358,715617,714529.0,715788.0,715158.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_250,SynII_loxPsym_251,SynII_SEG_0251,exact_adjacent_lox,True
SynII,SynII_gene_0428,ORF,S000000476,HSM3,715901,717343,716072.0,717514.0,716793.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_251,SynII_loxPsym_252,SynII_SEG_0252,exact_adjacent_lox,True
SynII,SynII_gene_0429,ORF,S000000477,UBX7,717635,718945,717806.0,719116.0,718461.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_252,SynII_loxPsym_253,SynII_SEG_0253,exact_adjacent_lox,True
SynII,SynII_gene_0430,ORF,S000000478,CHK1,719168,720751,719339.0,720922.0,720130.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_252,SynII_loxPsym_253,SynII_SEG_0253,exact_adjacent_lox,True
SynII,SynII_gene_0431,ORF,S000000479,RIF1,720998,726748,721169.0,726919.0,724044.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_254,SynII_loxPsym_255,SynII_SEG_0255,exact_adjacent_lox,True
SynII,SynII_rep_origin_0432,rep_origin,S000118354,ARS225;Autonomously Replicating Sequence,727079,727309,727250.0,727480.0,727365.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_254,SynII_loxPsym_255,SynII_SEG_0255,exact_adjacent_lox,False
SynII,SynII_gene_0433,ORF,S000000480,PPS1,727262,729685,727433.0,729856.0,728644.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_254,SynII_loxPsym_255,SynII_SEG_0255,exact_adjacent_lox,True
SynII,SynII_gene_0434,ORF,S000000481,YBR277C,729857,730258,730028.0,730429.0,730228.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_254,SynII_loxPsym_255,SynII_SEG_0255,exact_adjacent_lox,True
SynII,SynII_gene_0435,ORF,S000000482,DPB3,729936,730541,730107.0,730712.0,730409.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_254,SynII_loxPsym_255,SynII_SEG_0255,exact_adjacent_lox,True
SynII,SynII_gene_0436,ORF,S000000483,PAF1,730933,732270,731104.0,732441.0,731772.5,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_255,SynII_loxPsym_256,SynII_SEG_0256,exact_adjacent_lox,True
SynII,SynII_gene_0437,ORF,S000000484,SAF1,732528,734441,732699.0,734612.0,733655.5,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_257,SynII_loxPsym_258,SynII_SEG_0258,exact_adjacent_lox,True
SynII,SynII_gene_0438,ORF,S000000485,DUG2,734748,737384,734919.0,737555.0,736237.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_258,SynII_loxPsym_259,SynII_SEG_0259,exact_adjacent_lox,True
SynII,SynII_gene_0439,ORF,S000000486,MRPL27,738018,738458,738189.0,738629.0,738409.0,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_258,SynII_loxPsym_259,SynII_SEG_0259,exact_adjacent_lox,True
SynII,SynII_gene_0440,ORF,S000000487,SSH1,738789,740261,738960.0,740432.0,739696.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_260,SynII_loxPsym_261,SynII_SEG_0261,exact_adjacent_lox,True
SynII,SynII_gene_0441,ORF,S000000488,YBR284W,741085,743478,741256.0,743649.0,742452.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_260,SynII_loxPsym_261,SynII_SEG_0261,exact_adjacent_lox,True
SynII,SynII_gene_0442,ORF,S000000489,YBR285W,743768,744202,743939.0,744373.0,744156.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_260,SynII_loxPsym_261,SynII_SEG_0261,exact_adjacent_lox,True
SynII,SynII_gene_0443,ORF,S000000490,APE3,744546,746159,744717.0,746330.0,745523.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_260,SynII_loxPsym_261,SynII_SEG_0261,exact_adjacent_lox,True
SynII,SynII_gene_0444,ORF,S000000491,YBR287W,746451,747734,746622.0,747905.0,747263.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_261,SynII_loxPsym_262,SynII_SEG_0262,exact_adjacent_lox,True
SynII,SynII_gene_0445,ORF,S000000492,APM3,747925,749376,748096.0,749547.0,748821.5,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_262,SynII_loxPsym_263,SynII_SEG_0263,exact_adjacent_lox,True
SynII,SynII_gene_0446,ORF,S000000493,SNF5,749580,752297,749751.0,752468.0,751109.5,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_262,SynII_loxPsym_263,SynII_SEG_0263,exact_adjacent_lox,True
SynII,SynII_gene_0447,ORF,S000000494,BSD2,752538,753503,752709.0,753674.0,753191.5,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_263,SynII_loxPsym_264,SynII_SEG_0264,exact_adjacent_lox,True
SynII,SynII_gene_0448,ORF,S000000495,CTP1,753688,754587,753859.0,754758.0,754308.5,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_265,SynII_loxPsym_266,SynII_SEG_0266,exact_adjacent_lox,True
SynII,SynII_gene_0449,ORF,S000000496,YBR292C,754717,755088,754888.0,755259.0,755073.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_265,SynII_loxPsym_266,SynII_SEG_0266,exact_adjacent_lox,True
SynII,SynII_gene_0450,ORF,S000000497,VBA2,757021,758445,757192.0,758616.0,757904.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_265,SynII_loxPsym_266,SynII_SEG_0266,exact_adjacent_lox,True
SynII,SynII_gene_0451,ORF,S000000498,SUL1,759284,761863,759455.0,762034.0,760744.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_266,SynII_loxPsym_267,SynII_SEG_0267,exact_adjacent_lox,True
SynII,SynII_rep_origin_0452,rep_origin,S000118355,ARS228;Autonomously Replicating Sequence,762247,762471,762418.0,762642.0,762530.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_267,SynII_loxPsym_268,SynII_SEG_0268,exact_adjacent_lox,False
SynII,SynII_gene_0453,ORF,S000000499,PCA1,762932,766582,763103.0,766753.0,764928.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_267,SynII_loxPsym_268,SynII_SEG_0268,exact_adjacent_lox,True
SynII,SynII_gene_0454,ORF,S000000500,PHO89,766949,768673,767120.0,768844.0,767982.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_269,SynII_loxPsym_270,SynII_SEG_0270,exact_adjacent_lox,True
SynII,SynII_telomere_0455,telomere,,Universal Telomere Cap,769173,769861,769344.0,770032.0,769688.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_271,SynII_loxPsym_272,SynII_SEG_0272,exact_adjacent_lox,False
SynIII,SynIII_telomere_0001,telomere,,Universal Telomere Cap v1.0,1,321,,,,+,Unknown,anchor_failed:not_found:not_found,KC880027,./outputs\revised_model\input_sources\KC880027.gb,,,,feature_coordinate_unresolved,False
SynIII,SynIII_gene_0002,ORF,S000000575,YCL073C,789,2636,413.0,2260.0,1336.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_0,SynIII_loxPsym_1,SynIII_SEG_0001,exact_adjacent_lox,True
SynIII,SynIII_gene_0003,ORF,S000000574,YCL069W,4048,5424,3672.0,5048.0,4360.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_1,SynIII_loxPsym_2,SynIII_SEG_0002,exact_adjacent_lox,True
SynIII,SynIII_gene_0004,ORF,S000000569,YCL064C,6241,7323,5865.0,6947.0,6406.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_3,SynIII_loxPsym_4,SynIII_SEG_0004,exact_adjacent_lox,True
SynIII,SynIII_gene_0005,ORF,S000000568,YCL063W,7733,9004,7357.0,8628.0,7992.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_3,SynIII_loxPsym_4,SynIII_SEG_0004,exact_adjacent_lox,True
SynIII,SynIII_gene_0006,ORF,S000000566,YCL061C,9327,12617,8951.0,12241.0,10596.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_5,SynIII_loxPsym_6,SynIII_SEG_0006,exact_adjacent_lox,True
SynIII,SynIII_gene_0007,ORF,S000000564,YCL059C,12940,13890,12564.0,13514.0,13039.0,-,Essential,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_5,SynIII_loxPsym_6,SynIII_SEG_0006,exact_adjacent_lox,True
SynIII,SynIII_gene_0008,ORF,S000000563,YCL058C,14034,14492,13658.0,14116.0,13887.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_5,SynIII_loxPsym_6,SynIII_SEG_0006,exact_adjacent_lox,True
SynIII,SynIII_gene_0009,ORF,S000028518,YCL058W-A,14095,14436,13719.0,14060.0,13889.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_5,SynIII_loxPsym_6,SynIII_SEG_0006,exact_adjacent_lox,True
SynIII,SynIII_gene_0010,ORF,S000007547,YCL057C-A,14543,14836,14167.0,14460.0,14313.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_5,SynIII_loxPsym_6,SynIII_SEG_0006,exact_adjacent_lox,True
SynIII,SynIII_gene_0011,ORF,S000000562,YCL057W,15279,17417,14903.0,17041.0,15972.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_5,SynIII_loxPsym_6,SynIII_SEG_0006,exact_adjacent_lox,True
SynIII,SynIII_gene_0012,ORF,S000000561,YCL056C,17470,17904,17094.0,17528.0,17311.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_6,SynIII_loxPsym_7,SynIII_SEG_0007,exact_adjacent_lox,True
SynIII,SynIII_gene_0013,ORF,S000000560,YCL055W,18474,19481,18098.0,19105.0,18601.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_6,SynIII_loxPsym_7,SynIII_SEG_0007,exact_adjacent_lox,True
SynIII,SynIII_gene_0014,ORF,S000000559,YCL054W,22028,24553,21652.0,24177.0,22914.5,+,Ambiguous,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_7,SynIII_loxPsym_8,SynIII_SEG_0008,exact_adjacent_lox,True
SynIII,SynIII_gene_0015,ORF,S000000557,YCL052C,24722,25972,24346.0,25596.0,24971.0,-,Essential,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_7,SynIII_loxPsym_8,SynIII_SEG_0008,exact_adjacent_lox,True
SynIII,SynIII_gene_0016,ORF,S000000556,YCL051W,26444,28195,26068.0,27819.0,26943.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_7,SynIII_loxPsym_8,SynIII_SEG_0008,exact_adjacent_lox,True
SynIII,SynIII_gene_0017,ORF,S000000555,YCL050C,28483,29448,28107.0,29072.0,28589.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_9,SynIII_loxPsym_10,SynIII_SEG_0010,exact_adjacent_lox,True
SynIII,SynIII_gene_0018,ORF,S000000554,YCL049C,30433,31371,30057.0,30995.0,30526.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_9,SynIII_loxPsym_10,SynIII_SEG_0010,exact_adjacent_lox,True
SynIII,SynIII_gene_0019,ORF,S000087203,YCL048W-A,32135,32374,31759.0,31998.0,31878.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_9,SynIII_loxPsym_10,SynIII_SEG_0010,exact_adjacent_lox,True
SynIII,SynIII_gene_0020,ORF,S000000553,YCL048W,32812,34203,32436.0,33827.0,33131.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_9,SynIII_loxPsym_10,SynIII_SEG_0010,exact_adjacent_lox,True
SynIII,SynIII_gene_0021,ORF,S000000552,YCL047C,34342,35118,33966.0,34742.0,34354.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_10,SynIII_loxPsym_11,SynIII_SEG_0011,exact_adjacent_lox,True
SynIII,SynIII_gene_0022,ORF,S000000550,YCL045C,35304,37586,34928.0,37210.0,36069.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_10,SynIII_loxPsym_11,SynIII_SEG_0011,exact_adjacent_lox,True
SynIII,SynIII_gene_0023,ORF,S000000551,YCL046W,37321,37644,36945.0,37268.0,37106.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_10,SynIII_loxPsym_11,SynIII_SEG_0011,exact_adjacent_lox,True
SynIII,SynIII_gene_0024,ORF,S000000549,YCL044C,37826,39079,37450.0,38703.0,38076.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_11,SynIII_loxPsym_12,SynIII_SEG_0012,exact_adjacent_lox,True
SynIII,SynIII_gene_0025,ORF,S000000548,YCL043C,39368,40936,38992.0,40560.0,39776.0,-,Essential,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_11,SynIII_loxPsym_12,SynIII_SEG_0012,exact_adjacent_lox,True
SynIII,SynIII_gene_0026,ORF,S000000546,YCL041C,40848,41342,40472.0,40966.0,40719.0,-,Essential,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_11,SynIII_loxPsym_12,SynIII_SEG_0012,exact_adjacent_lox,True
SynIII,SynIII_gene_0027,ORF,S000000547,YCL042W,41299,41658,40923.0,41282.0,41102.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_11,SynIII_loxPsym_12,SynIII_SEG_0012,exact_adjacent_lox,True
SynIII,SynIII_gene_0028,ORF,S000000545,YCL040W,41553,43055,41177.0,42679.0,41928.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_11,SynIII_loxPsym_12,SynIII_SEG_0012,exact_adjacent_lox,True
SynIII,SynIII_gene_0029,ORF,S000000544,YCL039W,43394,45631,43018.0,45255.0,44136.5,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_12,SynIII_loxPsym_13,SynIII_SEG_0013,exact_adjacent_lox,True
SynIII,SynIII_gene_0030,ORF,S000000543,YCL038C,45758,47344,45382.0,46968.0,46175.0,-,Ambiguous,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_14,SynIII_loxPsym_15,SynIII_SEG_0015,exact_adjacent_lox,True
SynIII,SynIII_gene_0031,ORF,S000000542,YCL037C,48225,49529,47849.0,49153.0,48501.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_15,SynIII_loxPsym_16,SynIII_SEG_0016,exact_adjacent_lox,True
SynIII,SynIII_gene_0032,ORF,S000000541,YCL036W,49877,51577,49501.0,51201.0,50351.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_15,SynIII_loxPsym_16,SynIII_SEG_0016,exact_adjacent_lox,True
SynIII,SynIII_gene_0033,ORF,S000000540,YCL035C,51726,52058,51350.0,51682.0,51516.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_16,SynIII_loxPsym_17,SynIII_SEG_0017,exact_adjacent_lox,True
SynIII,SynIII_gene_0034,ORF,S000000539,YCL034W,52543,53607,52167.0,53231.0,52699.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_16,SynIII_loxPsym_17,SynIII_SEG_0017,exact_adjacent_lox,True
SynIII,SynIII_gene_0035,ORF,S000000538,YCL033C,53695,54201,53319.0,53825.0,53572.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_17,SynIII_loxPsym_18,SynIII_SEG_0018,exact_adjacent_lox,True
SynIII,SynIII_gene_0036,ORF,S000000537,YCL032W,54360,55400,53984.0,55024.0,54504.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_17,SynIII_loxPsym_18,SynIII_SEG_0018,exact_adjacent_lox,True
SynIII,SynIII_gene_0037,ORF,S000000536,YCL031C,55628,56521,55252.0,56145.0,55698.5,-,Essential,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_18,SynIII_loxPsym_19,SynIII_SEG_0019,exact_adjacent_lox,True
SynIII,SynIII_gene_0038,ORF,S000000535,YCL030C,56921,59320,56545.0,58944.0,57744.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_19,SynIII_loxPsym_20,SynIII_SEG_0020,exact_adjacent_lox,True
SynIII,SynIII_gene_0039,ORF,S000000534,YCL029C,59586,60908,59244.0,60566.0,59905.0,-,Ambiguous,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_20,SynIII_loxPsym_21,SynIII_SEG_0021,exact_adjacent_lox,True
SynIII,SynIII_gene_0040,ORF,S000000533,YCL028W,61137,62354,60795.0,62012.0,61403.5,+,Ambiguous,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_20,SynIII_loxPsym_21,SynIII_SEG_0021,exact_adjacent_lox,True
SynIII,SynIII_gene_0041,ORF,S000000532,YCL027W,62824,64362,62482.0,64020.0,63251.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_21,SynIII_loxPsym_22,SynIII_SEG_0022,exact_adjacent_lox,True
SynIII,SynIII_gene_0042,ORF,S000007548,YCL026C-B,64460,65041,64118.0,64699.0,64408.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_22,SynIII_loxPsym_23,SynIII_SEG_0023,exact_adjacent_lox,True
SynIII,SynIII_gene_0043,ORF,S000000589,YCL026C-A,65793,66374,65451.0,66032.0,65741.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_23,SynIII_loxPsym_24,SynIII_SEG_0024,exact_adjacent_lox,True
SynIII,SynIII_gene_0044,ORF,S000000530,YCL025C,67141,69042,66799.0,68702.0,67750.5,-,Unknown,unique_flanking_anchors,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_24,SynIII_loxPsym_25,SynIII_SEG_0025,exact_adjacent_lox,True
SynIII,SynIII_gene_0045,ORF,S000000528,YCL023C,70072,70419,69732.0,70079.0,69905.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_24,SynIII_loxPsym_25,SynIII_SEG_0025,exact_adjacent_lox,True
SynIII,SynIII_gene_0046,ORF,S000000529,YCL024W,70285,73399,69945.0,73059.0,71502.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_24,SynIII_loxPsym_25,SynIII_SEG_0025,exact_adjacent_lox,True
SynIII,SynIII_gene_0047,ORF,S000000527,YCL022C,72694,73209,72354.0,72869.0,72611.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_24,SynIII_loxPsym_25,SynIII_SEG_0025,exact_adjacent_lox,True
SynIII,SynIII_gene_0048,ORF,S000000522,YCL017C,74012,75505,73672.0,75165.0,74418.5,-,Essential,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_26,SynIII_loxPsym_27,SynIII_SEG_0027,exact_adjacent_lox,True
SynIII,SynIII_gene_0049,ORF,S000000521,YCL016C,75890,77032,75550.0,76692.0,76121.0,-,Ambiguous,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_27,SynIII_loxPsym_28,SynIII_SEG_0028,exact_adjacent_lox,True
SynIII,SynIII_gene_0050,ORF,S000000520,YCL014W,77550,82460,77210.0,82120.0,79665.0,+,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_27,SynIII_loxPsym_28,SynIII_SEG_0028,exact_adjacent_lox,True
SynIII,SynIII_gene_0051,ORF,S000029705,YCL012C,82654,83058,82314.0,82718.0,82516.0,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_29,SynIII_loxPsym_30,SynIII_SEG_0030,exact_adjacent_lox,True
SynIII,SynIII_gene_0052,ORF,S000000517,YCL011C,83379,84662,83039.0,84322.0,83680.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_30,SynIII_loxPsym_31,SynIII_SEG_0031,exact_adjacent_lox,True
SynIII,SynIII_gene_0053,ORF,S000000516,YCL010C,84909,85688,84569.0,85348.0,84958.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_31,SynIII_loxPsym_32,SynIII_SEG_0032,exact_adjacent_lox,True
SynIII,SynIII_gene_0054,ORF,S000000515,YCL009C,85991,86920,85651.0,86580.0,86115.5,-,Unknown,unique_exact,KC880027,./outputs\revised_model\input_sources\KC880027.gb,SynIII_loxPsym_32,SynIII_loxPsym_33,SynIII_SEG_0033,exact_adjacent_lox,True
