synthetic_chromosome,sgd_gene_id,gene_name,synthetic_start_bp,synthetic_end_bp,synthetic_midpoint_bp,strand,essential_status,left_lox_id,right_lox_id,segment_id,mapping_status,interval_mapping_status,eligible_for_gene_risk,source_accession,source_file
SynII,S000028510,SUS1,431730.0,432020.0,431875.0,+,Unknown,SynII_loxPsym_151,SynII_loxPsym_152,SynII_SEG_0152,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000316,CYC8,432379.0,435279.0,433829.0,-,Ambiguous,SynII_loxPsym_153,SynII_loxPsym_154,SynII_SEG_0154,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000317,YBR113W,435075.0,435557.0,435316.0,+,Unknown,SynII_loxPsym_153,SynII_loxPsym_154,SynII_SEG_0154,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000318,RAD16,436757.0,439129.0,437943.0,+,Unknown,SynII_loxPsym_153,SynII_loxPsym_154,SynII_SEG_0154,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000319,LYS2,439325.0,443503.0,441414.0,-,Unknown,SynII_loxPsym_155,SynII_loxPsym_156,SynII_SEG_0156,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000320,YBR116C,443776.0,444303.0,444039.5,-,Unknown,SynII_loxPsym_155,SynII_loxPsym_156,SynII_SEG_0156,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000321,TKL2,443969.0,446014.0,444991.5,-,Ambiguous,SynII_loxPsym_155,SynII_loxPsym_156,SynII_SEG_0156,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000322,TEF2,447248.0,448624.0,447936.0,+,Unknown,SynII_loxPsym_155,SynII_loxPsym_156,SynII_SEG_0156,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000324,CBP6,450025.0,450513.0,450269.0,-,Unknown,SynII_loxPsym_158,SynII_loxPsym_159,SynII_SEG_0159,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000325,GRS1,450954.0,452957.0,451955.5,-,Essential,SynII_loxPsym_158,SynII_loxPsym_159,SynII_SEG_0159,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028815,YBR121C-A,451916.0,452074.0,451995.0,-,Unknown,SynII_loxPsym_158,SynII_loxPsym_159,SynII_SEG_0159,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000326,MRPL36,453594.0,454127.0,453860.5,-,Unknown,SynII_loxPsym_159,SynII_loxPsym_160,SynII_SEG_0160,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000327,TFC1,454366.0,456315.0,455340.5,-,Ambiguous,SynII_loxPsym_159,SynII_loxPsym_160,SynII_SEG_0160,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000328,YBR124W,456131.0,456490.0,456310.5,+,Essential,SynII_loxPsym_159,SynII_loxPsym_160,SynII_SEG_0160,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000329,PTC4,456857.0,458038.0,457447.5,-,Unknown,SynII_loxPsym_160,SynII_loxPsym_161,SynII_SEG_0161,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000330,TPS1,458597.0,460084.0,459340.5,-,Ambiguous,SynII_loxPsym_161,SynII_loxPsym_162,SynII_SEG_0162,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028600,YBR126W-A,460542.0,460748.0,460645.0,+,Unknown,SynII_loxPsym_161,SynII_loxPsym_162,SynII_SEG_0162,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028738,YBR126W-B,460619.0,460762.0,460690.5,+,Unknown,SynII_loxPsym_161,SynII_loxPsym_162,SynII_SEG_0162,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000331,VMA2,460995.0,462548.0,461771.5,-,Unknown,SynII_loxPsym_162,SynII_loxPsym_163,SynII_SEG_0163,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000332,ATG14,462841.0,463875.0,463358.0,-,Ambiguous,SynII_loxPsym_163,SynII_loxPsym_164,SynII_SEG_0164,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000333,OPY1,464147.0,465133.0,464640.0,-,Unknown,SynII_loxPsym_164,SynII_loxPsym_165,SynII_SEG_0165,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000334,SHE3,465420.0,466697.0,466058.5,-,Unknown,SynII_loxPsym_165,SynII_loxPsym_166,SynII_SEG_0166,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000335,CCZ1,466991.0,469105.0,468048.0,+,Ambiguous,SynII_loxPsym_165,SynII_loxPsym_166,SynII_SEG_0166,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028601,YBR131C-A,467478.0,467567.0,467522.5,-,Unknown,SynII_loxPsym_165,SynII_loxPsym_166,SynII_SEG_0166,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000336,AGP2,469548.0,471338.0,470443.0,-,Unknown,SynII_loxPsym_167,SynII_loxPsym_168,SynII_SEG_0168,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000337,HSL7,471734.0,474217.0,472975.5,-,Ambiguous,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000338,YBR134W,474173.0,474574.0,474373.5,+,Unknown,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000339,CKS1,474784.0,475236.0,475010.0,+,Ambiguous,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000340,MEC1,475598.0,482704.0,479151.0,+,Essential,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000341,YBR137W,482974.0,483513.0,483243.5,+,Unknown,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000342,YBR138C,483726.0,485300.0,484513.0,-,Unknown,SynII_loxPsym_169,SynII_loxPsym_170,SynII_SEG_0170,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000343,YBR139W,485628.0,487154.0,486391.0,+,Unknown,SynII_loxPsym_169,SynII_loxPsym_170,SynII_SEG_0170,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000344,IRA1,487348.0,496626.0,491987.0,-,Essential,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000345,YBR141C,497023.0,498036.0,497529.5,-,Unknown,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028602,YBR141W-A,497165.0,497260.0,497212.5,+,Unknown,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000346,MAK5,498315.0,500636.0,499475.5,+,Essential,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000347,SUP45,500867.0,502180.0,501523.5,-,Essential,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000348,YBR144C,503233.0,503547.0,503390.0,-,Unknown,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000349,ADH5,503760.0,504815.0,504287.5,+,Unknown,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000350,MRPS9,505292.0,506128.0,505710.0,+,Ambiguous,SynII_loxPsym_171,SynII_loxPsym_172,SynII_SEG_0172,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000351,RTC2,506641.0,507531.0,507086.0,+,Unknown,SynII_loxPsym_172,SynII_loxPsym_173,SynII_SEG_0173,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000352,YSW1,507976.0,509805.0,508890.5,+,Unknown,SynII_loxPsym_173,SynII_loxPsym_174,SynII_SEG_0174,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000353,ARA1,510121.0,511155.0,510638.0,+,Unknown,SynII_loxPsym_174,SynII_loxPsym_175,SynII_SEG_0175,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000354,TBS1,511411.0,514695.0,513053.0,-,Unknown,SynII_loxPsym_176,SynII_loxPsym_177,SynII_SEG_0177,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000355,APD1,515230.0,516180.0,515705.0,+,Ambiguous,SynII_loxPsym_176,SynII_loxPsym_177,SynII_SEG_0177,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000356,SPP381,516612.0,517487.0,517049.5,+,Essential,SynII_loxPsym_177,SynII_loxPsym_178,SynII_SEG_0178,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000357,RIB7,517696.0,518430.0,518063.0,+,Essential,SynII_loxPsym_177,SynII_loxPsym_178,SynII_SEG_0178,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000358,RPB5,518598.0,519245.0,518921.5,-,Essential,SynII_loxPsym_177,SynII_loxPsym_178,SynII_SEG_0178,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000359,CNS1,520007.0,521164.0,520585.5,+,Essential,SynII_loxPsym_177,SynII_loxPsym_178,SynII_SEG_0178,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000360,SLI15,521374.0,523470.0,522422.0,-,Ambiguous,SynII_loxPsym_178,SynII_loxPsym_179,SynII_SEG_0179,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000361,ICS2,523847.0,524614.0,524230.5,-,Unknown,SynII_loxPsym_179,SynII_loxPsym_180,SynII_SEG_0180,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000362,AMN1,526853.0,528502.0,527677.5,+,Ambiguous,SynII_loxPsym_179,SynII_loxPsym_180,SynII_SEG_0180,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000363,IFA38,529023.0,530066.0,529544.5,+,Unknown,SynII_loxPsym_180,SynII_loxPsym_181,SynII_SEG_0181,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000364,CDC28,530450.0,531346.0,530898.0,+,Ambiguous,SynII_loxPsym_181,SynII_loxPsym_182,SynII_SEG_0182,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000365,CSH1,532006.0,533136.0,532571.0,+,Unknown,SynII_loxPsym_181,SynII_loxPsym_182,SynII_SEG_0182,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000366,TOS1,533643.0,535010.0,534326.5,-,Unknown,SynII_loxPsym_183,SynII_loxPsym_184,SynII_SEG_0184,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000002158,YSY6,535671.0,535868.0,535769.5,+,Unknown,SynII_loxPsym_183,SynII_loxPsym_184,SynII_SEG_0184,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000367,EXO5,536197.0,537954.0,537075.5,+,Unknown,SynII_loxPsym_184,SynII_loxPsym_185,SynII_SEG_0185,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000368,ARL1,538417.0,538968.0,538692.5,-,Ambiguous,SynII_loxPsym_186,SynII_loxPsym_187,SynII_SEG_0187,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000369,UBS1,539394.0,540227.0,539810.5,+,Unknown,SynII_loxPsym_186,SynII_loxPsym_187,SynII_SEG_0187,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000370,TYR1,540452.0,541810.0,541131.0,-,Unknown,SynII_loxPsym_188,SynII_loxPsym_189,SynII_SEG_0189,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000371,POP7,542078.0,542500.0,542289.0,-,Essential,SynII_loxPsym_188,SynII_loxPsym_189,SynII_SEG_0189,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000372,PEX32,542981.0,544222.0,543601.5,+,Ambiguous,SynII_loxPsym_188,SynII_loxPsym_189,SynII_SEG_0189,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000373,SSE2,544593.0,546674.0,545633.5,-,Unknown,SynII_loxPsym_190,SynII_loxPsym_191,SynII_SEG_0191,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000374,NPL4,547056.0,548798.0,547927.0,-,Ambiguous,SynII_loxPsym_191,SynII_loxPsym_192,SynII_SEG_0192,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000375,SEC66,549076.0,549696.0,549386.0,+,Unknown,SynII_loxPsym_191,SynII_loxPsym_192,SynII_SEG_0192,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000376,SMY2,549930.0,552152.0,551041.0,-,Ambiguous,SynII_loxPsym_193,SynII_loxPsym_194,SynII_SEG_0194,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000377,UMP1,552540.0,552986.0,552763.0,-,Unknown,SynII_loxPsym_194,SynII_loxPsym_195,SynII_SEG_0195,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000378,YBR174C,553152.0,553466.0,553309.0,-,Unknown,SynII_loxPsym_194,SynII_loxPsym_195,SynII_SEG_0195,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000379,SWD3,553222.0,554169.0,553695.5,+,Unknown,SynII_loxPsym_194,SynII_loxPsym_195,SynII_SEG_0195,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000380,ECM31,554568.0,555506.0,555037.0,+,Unknown,SynII_loxPsym_195,SynII_loxPsym_196,SynII_SEG_0196,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000381,EHT1,555723.0,557078.0,556400.5,-,Unknown,SynII_loxPsym_197,SynII_loxPsym_198,SynII_SEG_0198,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000382,YBR178W,556987.0,557361.0,557174.0,+,Unknown,SynII_loxPsym_197,SynII_loxPsym_198,SynII_SEG_0198,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000383,FZO1,557497.0,560064.0,558780.5,-,Ambiguous,SynII_loxPsym_198,SynII_loxPsym_199,SynII_SEG_0199,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000384,DTR1,560691.0,562409.0,561550.0,+,Unknown,SynII_loxPsym_198,SynII_loxPsym_199,SynII_SEG_0199,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000385,RPS6B,562730.0,563792.0,563261.0,-,Ambiguous,SynII_loxPsym_200,SynII_loxPsym_201,SynII_SEG_0201,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000386,SMP1,564558.0,565916.0,565237.0,-,Ambiguous,SynII_loxPsym_201,SynII_loxPsym_202,SynII_SEG_0202,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028603,YBR182C-A,566413.0,566607.0,566510.0,-,Unknown,SynII_loxPsym_201,SynII_loxPsym_202,SynII_SEG_0202,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000387,YPC1,567167.0,568117.0,567642.0,+,Unknown,SynII_loxPsym_201,SynII_loxPsym_202,SynII_SEG_0202,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000388,YBR184W,568449.0,570020.0,569234.5,+,Unknown,SynII_loxPsym_202,SynII_loxPsym_203,SynII_SEG_0203,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000389,MBA1,570243.0,571079.0,570661.0,-,Unknown,SynII_loxPsym_203,SynII_loxPsym_204,SynII_SEG_0204,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000390,PCH2,571673.0,573367.0,572520.0,+,Unknown,SynII_loxPsym_203,SynII_loxPsym_204,SynII_SEG_0204,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000391,GDT1,573675.0,574517.0,574096.0,+,Unknown,SynII_loxPsym_204,SynII_loxPsym_205,SynII_SEG_0205,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000392,NTC20,574760.0,575182.0,574971.0,-,Unknown,SynII_loxPsym_205,SynII_loxPsym_206,SynII_SEG_0206,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000393,RPS9B,575583.0,576583.0,576083.0,+,Unknown,SynII_loxPsym_205,SynII_loxPsym_206,SynII_SEG_0206,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000394,YBR190W,577075.0,577386.0,577230.5,+,Essential,SynII_loxPsym_206,SynII_loxPsym_207,SynII_SEG_0207,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000395,RPL21A,577379.0,578249.0,577814.0,+,Unknown,SynII_loxPsym_206,SynII_loxPsym_207,SynII_SEG_0207,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000007594,YBR191W-A,578292.0,578366.0,578329.0,+,Unknown,SynII_loxPsym_207,SynII_loxPsym_208,SynII_SEG_0208,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000396,RIM2,578795.0,579928.0,579361.5,+,Essential,SynII_loxPsym_207,SynII_loxPsym_208,SynII_SEG_0208,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000397,MED8,580225.0,580896.0,580560.5,-,Essential,SynII_loxPsym_207,SynII_loxPsym_208,SynII_SEG_0208,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000398,AIM4,581181.0,581552.0,581366.5,+,Ambiguous,SynII_loxPsym_207,SynII_loxPsym_208,SynII_SEG_0208,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000399,MSI1,581825.0,583093.0,582459.0,-,Unknown,SynII_loxPsym_209,SynII_loxPsym_210,SynII_SEG_0210,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000400,PGI1,583447.0,585111.0,584279.0,-,Essential,SynII_loxPsym_209,SynII_loxPsym_210,SynII_SEG_0210,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028534,YBR196C-A,585235.0,585384.0,585309.5,-,Unknown,SynII_loxPsym_209,SynII_loxPsym_210,SynII_SEG_0210,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028816,YBR196C-B,585737.0,585841.0,585789.0,-,Unknown,SynII_loxPsym_209,SynII_loxPsym_210,SynII_SEG_0210,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000401,YBR197C,586414.0,587067.0,586740.5,-,Unknown,SynII_loxPsym_209,SynII_loxPsym_210,SynII_SEG_0210,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000402,TAF5,587338.0,589734.0,588536.0,-,Essential,SynII_loxPsym_209,SynII_loxPsym_210,SynII_SEG_0210,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000403,KTR4,590120.0,591514.0,590817.0,+,Unknown,SynII_loxPsym_209,SynII_loxPsym_210,SynII_SEG_0210,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000404,BEM1,592117.0,593772.0,592944.5,+,Ambiguous,SynII_loxPsym_210,SynII_loxPsym_211,SynII_SEG_0211,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028535,YBR200W-A,594262.0,594426.0,594344.0,+,Unknown,SynII_loxPsym_211,SynII_loxPsym_212,SynII_SEG_0212,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000405,DER1,594855.0,595490.0,595172.5,+,Unknown,SynII_loxPsym_211,SynII_loxPsym_212,SynII_SEG_0212,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000087085,YBR201C-A,595806.0,596009.0,595907.5,-,Unknown,SynII_loxPsym_212,SynII_loxPsym_213,SynII_SEG_0213,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000406,MCM7,597085.0,599622.0,598353.5,+,Ambiguous,SynII_loxPsym_212,SynII_loxPsym_213,SynII_SEG_0213,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000407,COS111,600481.0,603255.0,601868.0,+,Unknown,SynII_loxPsym_212,SynII_loxPsym_213,SynII_SEG_0213,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000408,LDH1,603567.0,604694.0,604130.5,-,Unknown,SynII_loxPsym_212,SynII_loxPsym_213,SynII_SEG_0213,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000409,KTR3,604935.0,606149.0,605542.0,+,Unknown,SynII_loxPsym_212,SynII_loxPsym_213,SynII_SEG_0213,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000410,YBR206W,605914.0,606237.0,606075.5,+,Unknown,SynII_loxPsym_212,SynII_loxPsym_213,SynII_SEG_0213,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000411,FTH1,606459.0,607856.0,607157.5,+,Unknown,SynII_loxPsym_212,SynII_loxPsym_213,SynII_SEG_0213,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000412,2,608084.0,613591.0,610837.5,-,Unknown,SynII_loxPsym_214,SynII_loxPsym_215,SynII_SEG_0215,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000413,YBR209W,613964.0,614281.0,614122.5,+,Unknown,SynII_loxPsym_214,SynII_loxPsym_215,SynII_SEG_0215,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000414,ERV15,614733.0,615161.0,614947.0,+,Unknown,SynII_loxPsym_215,SynII_loxPsym_216,SynII_SEG_0216,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000415,AME1,615375.0,616349.0,615862.0,-,Essential,SynII_loxPsym_216,SynII_loxPsym_217,SynII_SEG_0217,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000416,NGR1,617103.0,619121.0,618112.0,+,Unknown,SynII_loxPsym_216,SynII_loxPsym_217,SynII_SEG_0217,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000417,MET8,619619.0,620443.0,620031.0,+,Unknown,SynII_loxPsym_217,SynII_loxPsym_218,SynII_SEG_0218,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000418,SDS24,620700.0,622283.0,621491.5,+,Unknown,SynII_loxPsym_218,SynII_loxPsym_219,SynII_SEG_0219,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000419,HPC2,622675.0,624552.0,623613.5,+,Ambiguous,SynII_loxPsym_219,SynII_loxPsym_220,SynII_SEG_0220,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
